,index,Date,COP,CVX,EOG,EPD,OXY,PXD,SLB,XOM,SP500
15,15,2000-01-25,7.448811054229736,18.15180206298828,2.8029332160949707,1.0207977294921875,4.823112487792969,7.281287670135498,20.187374114990234,19.67445945739746,1410.030029296875
16,16,2000-01-26,7.261492729187012,17.985271453857422,2.8365671634674072,1.0239880084991455,4.944831848144531,7.32796049118042,19.98867416381836,19.542804718017575,1404.0899658203125
17,17,2000-01-27,7.140283584594727,17.28072166442871,2.7692973613739014,1.0141732692718506,4.899185657501221,6.581162452697754,19.869457244873047,18.95770072937012,1398.56005859375
18,18,2000-01-28,7.030091285705566,16.92203712463379,2.7356624603271484,1.0370739698410034,4.86875581741333,6.441137790679932,19.074682235717773,18.460336685180664,1360.1600341796875
19,19,2000-01-31,7.206396102905273,17.139812469482422,2.8477795124053955,1.066517949104309,4.83832597732544,6.394463062286377,19.412466049194336,19.39652442932129,1394.4599609375
20,20,2000-02-01,7.173337459564209,17.050153732299805,2.870203971862793,1.0567028522491455,4.823112487792969,6.674513339996338,20.326461791992188,19.46966552734375,1409.280029296875
21,21,2000-02-02,7.074166774749756,16.934852600097656,2.9598958492279053,0.9945442080497742,4.777466773986816,6.954563617706299,19.55154609680176,19.61595344543457,1409.1199951171875
22,22,2000-02-03,6.941940307617188,16.69146156311035,2.892625331878662,1.0468887090682983,4.747037410736084,6.721189975738525,19.49193954467773,19.27950668334961,1424.969970703125
23,23,2000-02-04,6.875829219818115,16.10219955444336,2.814143419265747,1.0534311532974243,4.747037410736084,6.6278395652771,18.915727615356445,18.92844581604004,1424.3699951171875
24,24,2000-02-07,7.052134037017822,16.20467758178711,2.791721105575561,1.0338019132614136,4.7318220138549805,6.487813949584961,19.29324531555176,18.89919090270996,1424.239990234375
25,25,2000-02-08,6.875829219818115,16.050960540771484,2.7805097103118896,1.0010865926742554,4.7013936042785645,6.254437446594238,18.915727615356445,18.474971771240234,1441.719970703125
26,26,2000-02-09,6.721563816070557,15.372021675109863,2.7020277976989746,0.9945442080497742,4.625319480895996,6.067739486694336,18.14082145690918,17.946006774902344,1411.7099609375
27,27,2000-02-10,6.699522495269775,15.743522644042969,2.8477795124053955,1.0207163095474243,4.610102653503418,6.207763195037842,18.77663230895996,17.857755661010742,1416.8299560546875
28,28,2000-02-11,6.600353240966797,15.167071342468262,2.8029332160949707,1.0207163095474243,4.50360107421875,6.067739486694336,18.577943801879883,17.387041091918945,1387.1199951171875
29,29,2000-02-14,6.633410930633545,15.128634452819824,2.825356960296631,1.027259111404419,4.199304103851318,5.881040096282959,19.23363494873047,17.990135192871094,1389.93994140625
30,30,2000-02-15,6.743601322174072,15.884432792663574,2.91504979133606,1.0239880084991455,4.366663455963135,6.021064281463623,20.664241790771484,18.666797637939453,1402.050048828125
31,31,2000-02-16,7.026436805725098,16.0833740234375,2.85899019241333,1.0468887090682983,4.412311553955078,5.787689685821533,20.982149124145508,18.8286075592041,1387.6700439453125
32,32,2000-02-17,7.026436805725098,16.070453643798828,2.903837919235229,1.0599743127822876,4.290592670440674,5.74101448059082,21.26032257080078,18.32847213745117,1388.260009765625
33,33,2000-02-18,6.893022537231445,15.747486114501951,2.814143419265747,1.0338019132614136,4.199304103851318,5.134241104125977,21.14110946655273,17.651819229125977,1346.0899658203125
34,34,2000-02-22,6.948611736297607,15.644147872924805,2.7805097103118896,1.0436173677444458,4.199304103851318,5.55431604385376,20.82244682312012,17.754789352416992,1352.1700439453125
35,35,2000-02-23,6.681782245635986,15.140329360961914,2.645967483520508,1.0370739698410034,4.092799186706543,5.74101448059082,20.563405990600582,17.56355857849121,1360.68994140625
36,36,2000-02-24,6.448311805725098,14.765697479248049,2.511427164077759,1.017444729804993,4.001509189605713,5.787689685821533,21.81874084472656,17.136966705322266,1353.4300537109375
37,37,2000-02-25,6.559492588043213,14.688185691833496,2.489004850387573,1.0109014511108398,3.8341453075408936,5.55431604385376,21.360448837280277,16.7250919342041,1333.3599853515625
38,38,2000-02-28,6.6039581298828125,15.411616325378418,2.5450634956359863,1.030530571937561,3.8645756244659424,5.74101448059082,22.077775955200195,17.298770904541016,1348.050048828125
39,39,2000-02-29,6.781844615936279,15.437451362609863,2.7356624603271484,1.0338019132614136,3.91021990776062,6.207763195037842,23.54730224609375,17.725360870361328,1366.4200439453125
40,40,2000-03-01,6.881907939910889,15.553722381591797,2.8029332160949707,1.0338019132614136,3.91021990776062,6.301114559173584,24.56849479675293,17.901878356933594,1379.18994140625
41,41,2000-03-02,6.770727157592773,15.644147872924805,3.184131383895874,1.0338019132614136,4.108010768890381,6.534488677978516,26.023082733154297,18.12252426147461,1381.760009765625
42,42,2000-03-03,6.781844615936279,15.411616325378418,3.1056485176086426,1.0436173677444458,4.184088230133057,6.114415645599365,25.06664657592773,17.813629150390625,1409.1700439453125
43,43,2000-03-06,6.848552227020264,15.295355796813965,3.116861581802368,1.027259111404419,4.199304103851318,6.254437446594238,24.66812515258789,17.166391372680664,1391.280029296875
44,44,2000-03-07,7.2043232917785645,16.742210388183594,3.3523080348968506,1.0468887090682983,4.336236953735352,6.767860889434815,26.202411651611328,18.8286075592041,1355.6199951171875
45,45,2000-03-08,7.193202972412109,16.755128860473633,3.3859405517578125,1.0468887090682983,4.305372714996338,6.814537048339844,24.56849479675293,18.740345001220703,1366.699951171875
46,46,2000-03-09,7.15985107421875,17.207273483276367,3.363518476486206,1.069788932800293,4.243648529052734,7.04791259765625,24.429018020629883,18.93157958984375,1401.68994140625
47,47,2000-03-10,7.070907115936279,16.613018035888672,3.3298819065093994,1.069788932800293,4.305372714996338,6.674513339996338,24.448949813842773,18.129886627197266,1395.0699462890625
48,48,2000-03-13,7.015320301055908,16.49676513671875,3.273824691772461,1.0534311532974243,4.289942264556885,6.301114559173584,24.80760955810547,17.857755661010742,1383.6199951171875
49,49,2000-03-14,7.015320301055908,17.129764556884766,3.318671703338623,1.0730605125427246,4.243648529052734,6.534488677978516,24.309459686279297,18.18136978149414,1359.1500244140625
50,50,2000-03-15,7.11538028717041,17.3493709564209,3.285037040710449,1.066517949104309,4.289942264556885,6.394463062286377,23.552291870117188,18.299041748046875,1392.1400146484375
51,51,2000-03-16,7.671268463134766,17.38813018798828,3.363518476486206,1.0338019132614136,4.505982398986816,6.907888889312744,24.07036018371582,18.769760131835938,1458.469970703125
52,52,2000-03-17,7.371086120605469,17.220195770263672,3.318671703338623,1.0338019132614136,4.505982398986816,6.721189975738525,23.6917667388916,18.151935577392575,1464.469970703125
53,53,2000-03-20,7.393322944641113,17.142681121826172,3.296248435974121,1.0403456687927246,4.459687232971191,6.581162452697754,22.396595001220703,17.622392654418945,1456.6300048828125
54,54,2000-03-21,7.737974643707275,17.775684356689453,3.3523080348968506,1.0338019132614136,4.567707538604736,6.721189975738525,22.95451164245605,18.12252426147461,1493.8699951171875
55,55,2000-03-22,7.5712080001831055,17.362295150756836,3.3971548080444336,1.0534311532974243,4.6140007972717285,6.907888889312744,24.429018020629883,17.637100219726562,1500.6400146484375
56,56,2000-03-23,7.582324504852295,17.491477966308594,3.408364772796631,1.050159931182861,4.644865036010742,6.814537048339844,24.64820671081543,17.769498825073242,1527.3499755859375
57,57,2000-03-24,7.637914180755615,17.698169708251953,3.3074605464935303,1.0403456687927246,4.691158771514893,7.001237869262695,24.927165985107425,18.18136978149414,1527.4599609375
58,58,2000-03-27,7.649031162261963,17.478553771972656,3.3074605464935303,1.0468887090682983,4.691158771514893,6.907888889312744,25.38545036315918,18.008529663085938,1523.8599853515625
59,59,2000-03-28,7.671268463134766,17.543155670166016,3.464423179626465,1.0468887090682983,4.72202205657959,6.721189975738525,24.508718490600582,18.593242645263672,1507.72998046875
60,60,2000-03-29,7.90474271774292,18.29240608215332,3.783957958221436,1.050159931182861,4.814609050750732,6.861214637756348,25.86368751525879,18.946277618408203,1508.52001953125
61,61,2000-03-30,8.115978240966797,19.05460357666016,4.125916481018066,1.0468887090682983,4.999786376953125,7.467987060546875,24.787673950195312,18.50498580932617,1487.9200439453125
62,62,2000-03-31,8.227161407470703,19.106273651123047,3.800776243209839,1.0338019132614136,5.123237609863281,7.841383934020996,24.389162063598636,18.35788917541504,1498.5799560546875
63,63,2000-04-03,8.271628379821777,19.08043098449707,4.170761585235596,1.030530571937561,5.138671398162842,7.841383934020996,25.883590698242188,18.946277618408203,1505.969970703125
64,64,2000-04-04,8.204923629760742,18.563695907592773,4.069859504699707,1.0370739698410034,5.092376232147217,7.421310424804687,25.24597549438477,19.41698455810547,1494.72998046875
65,65,2000-04-05,8.115978240966797,18.085718154907227,4.002586364746094,1.027259111404419,5.1695332527160645,7.281287670135498,23.512422561645508,18.769760131835938,1487.3699951171875
66,66,2000-04-06,8.282744407653809,18.382837295532227,4.170761585235596,1.027259111404419,5.354709625244141,7.467987060546875,23.91094398498535,19.2404727935791,1501.3399658203125
67,67,2000-04-07,8.193800926208496,17.86610984802246,4.238033771514893,1.0338019132614136,5.292985439300537,7.374634742736816,23.472583770751957,18.725624084472656,1516.3499755859375
68,68,2000-04-10,8.12709903717041,17.78859519958496,4.0362229347229,1.0403456687927246,5.277555465698242,6.861214637756348,22.416513442993164,18.41672134399414,1504.4599609375
69,69,2000-04-11,8.338336944580078,18.33116912841797,4.204398155212402,1.0468887090682983,5.323848724365234,6.861214637756348,23.25339698791504,18.68149757385254,1500.5899658203125
70,70,2000-04-12,8.527336120605469,18.3957633972168,4.366952419281006,1.0534311532974243,5.354709625244141,7.234612464904785,23.3530216217041,18.813888549804688,1467.1700439453125
71,71,2000-04-13,8.538456916809082,17.969451904296875,4.400629043579102,1.030530571937561,5.339280128479004,7.281287670135498,22.87481117248535,18.8286075592041,1440.510009765625
72,72,2000-04-14,8.705217361450195,17.711090087890625,4.1761088371276855,1.0207163095474243,5.292985439300537,7.281287670135498,22.376672744750977,18.534406661987305,1356.56005859375
73,73,2000-04-17,8.371689796447754,17.142681121826172,4.119979381561279,1.0338019132614136,5.154101848602295,7.141263008117676,21.77890014648437,17.769498825073242,1401.43994140625
74,74,2000-04-18,8.349453926086426,17.478553771972656,4.265917778015137,1.0403456687927246,4.968924522399902,7.32796049118042,23.552291870117188,17.931297302246094,1441.6099853515625
75,75,2000-04-19,8.482864379882812,17.517309188842773,4.164884567260742,1.0403456687927246,5.046083450317383,7.281287670135498,23.512422561645508,18.225494384765625,1427.469970703125
76,76,2000-04-20,8.460631370544434,17.84027671813965,4.277144908905029,1.0436173677444458,5.076944351196289,7.141263008117676,23.45266342163086,18.593242645263672,1434.5400390625
77,77,2000-04-24,8.716340065002441,17.620651245117188,4.1761088371276855,1.0370739698410034,5.1695332527160645,7.32796049118042,23.6917667388916,18.79917907714844,1429.8599853515625
78,78,2000-04-25,8.805282592773438,17.530229568481445,4.243465900421143,1.0599743127822876,5.277555465698242,7.561333656311035,23.89103126525879,19.06395721435547,1477.43994140625
79,79,2000-04-26,8.805282592773438,17.84027671813965,4.243465900421143,1.0666835308074951,5.370143890380859,7.0945892333984375,24.64820671081543,18.8580265045166,1460.989990234375
80,80,2000-04-27,8.765422821044922,18.279491424560547,4.310822010040283,1.0868089199066162,5.416436672210693,7.561333656311035,25.06664657592773,18.990407943725582,1464.9200439453125
81,81,2000-04-28,8.496755599975586,17.594816207885742,4.467986106872559,1.1069353818893433,5.292985439300537,7.701361179351807,24.40911102294922,18.28433609008789,1452.4300537109375
82,82,2000-05-01,8.675870895385742,17.84027671813965,4.647604942321777,1.140479564666748,5.40100622177124,7.841383934020996,23.91094398498535,18.35788917541504,1468.25
83,83,2000-05-02,8.664676666259766,18.460350036621094,4.827223777770996,1.1471881866455078,5.40100622177124,7.981412887573242,24.7279052734375,18.41672134399414,1446.2900390625
84,84,2000-05-03,8.64228630065918,18.046964645385746,4.714959621429443,1.123707890510559,5.246692657470703,7.841383934020996,24.030502319335938,18.240196228027344,1415.0999755859375
85,85,2000-05-04,8.754233360290527,18.266576766967773,4.97316312789917,1.1538959741592407,5.354709625244141,8.681534767150879,24.229761123657227,18.710922241210938,1409.5699462890625
86,86,2000-05-05,8.810209274291992,18.757474899291992,5.107876300811768,1.140479564666748,5.478163719177246,9.054932594299316,24.74783134460449,18.8286075592041,1432.6300048828125
87,87,2000-05-08,8.854985237121582,18.97709083557129,5.208911418914795,1.13377046585083,5.601613998413086,8.821563720703125,24.40911102294922,18.93157958984375,1424.1700439453125
88,88,2000-05-09,8.843786239624023,18.628293991088867,5.130327224731445,1.1270618438720703,5.617044925689697,8.634860038757324,24.767751693725582,18.69620513916016,1412.1400146484375
89,89,2000-05-10,8.843786239624023,18.78331184387207,5.16400671005249,1.1270618438720703,5.647909164428711,8.541505813598633,24.508718490600582,19.18163681030273,1383.050048828125
90,90,2000-05-11,9.03409481048584,19.30004501342773,5.287492275238037,1.1136441230773926,5.709633827209473,9.054932594299316,24.907241821289062,19.625919342041016,1407.81005859375
91,91,2000-05-12,8.978131294250488,19.487361907958984,5.332396030426025,1.116998553276062,5.725066184997559,8.961585998535156,25.68434715270996,19.41147232055664,1420.9599609375
92,92,2000-05-15,9.078876495361328,19.429235458374023,5.298717021942139,1.1203525066375732,5.694202899932861,9.334985733032228,26.52122688293457,19.78860092163086,1452.3599853515625
93,93,2000-05-16,9.190824508666992,19.209625244140625,5.029292106628418,1.1270618438720703,5.771362781524658,9.521682739257812,26.401668548583984,19.699857711791992,1466.0400390625
94,94,2000-05-17,9.347552299499512,19.006669998168945,5.366076469421387,1.1304160356521606,5.833086490631104,10.081779479980469,26.46145248413086,19.256175994873047,1447.800048828125
95,95,2000-05-18,9.515472412109377,18.915603637695312,5.478335857391357,1.143833041191101,5.956539154052734,9.801732063293455,25.744123458862305,19.274660110473636,1437.2099609375
96,96,2000-05-19,9.526665687561035,19.422971725463867,5.579370021820068,1.1371243000030518,5.956539154052734,9.941755294799805,25.24597549438477,19.344921112060547,1406.949951171875
97,97,2000-05-22,9.750560760498049,19.579084396362305,5.601822853088379,1.140479564666748,5.910245418548584,9.988432884216309,23.45266342163086,19.714656829833984,1400.719970703125
98,98,2000-05-23,9.694589614868164,19.409971237182617,5.590597629547119,1.1304160356521606,5.786791801452637,9.801732063293455,23.970727920532227,19.64071273803711,1373.8599853515625
99,99,2000-05-24,9.761754989624023,19.618106842041016,5.534466743469238,1.143833041191101,5.771362781524658,9.70838451385498,23.671846389770508,19.625919342041016,1399.050048828125
100,100,2000-05-25,9.77294921875,19.396957397460938,5.433432579040527,1.1673133373260498,5.601613998413086,9.70838451385498,23.6120719909668,19.270973205566406,1381.52001953125
101,101,2000-05-26,9.60502815246582,19.019685745239254,5.388527870178223,1.1706676483154297,5.632479667663574,10.50185775756836,22.655628204345703,19.492816925048828,1378.02001953125
102,102,2000-05-30,9.873698234558104,19.006669998168945,5.590597629547119,1.163959264755249,5.647909164428711,10.548529624938965,22.63569641113281,19.7590274810791,1422.449951171875
103,103,2000-05-31,10.254319190979004,19.2408447265625,5.837571144104004,1.163959264755249,5.8485188484191895,11.155308723449709,23.45266342163086,19.714656829833984,1420.5999755859375
104,104,2000-06-01,10.209540367126465,18.94162940979004,5.758989334106445,1.163959264755249,5.771362781524658,10.828583717346191,23.31317710876465,19.625919342041016,1448.81005859375
105,105,2000-06-02,9.784139633178713,18.850557327270508,5.478335857391357,1.1673133373260498,5.586182594299316,10.688555717468262,22.237180709838867,18.738540649414062,1477.260009765625
106,106,2000-06-05,9.70577907562256,18.824542999267575,5.422207355499268,1.1471881866455078,5.493593692779541,10.315155982971191,22.07750701904297,18.76811981201172,1467.6300048828125
107,107,2000-06-06,9.862506866455078,19.331907272338867,5.635500431060791,1.140479564666748,5.678771018981934,10.315155982971191,22.896669387817383,19.47801780700684,1457.8399658203125
108,108,2000-06-07,9.840117454528809,19.22783851623535,5.613050937652588,1.13377046585083,5.694375514984131,10.175130844116213,22.97659111022949,19.19701385498047,1471.3599853515625
109,109,2000-06-08,9.761754989624023,19.26686668395996,5.781440734863281,1.1304160356521606,5.663169860839844,10.175130844116213,23.25629997253418,18.945592880249023,1461.6700439453125
110,110,2000-06-09,9.750560760498049,19.149776458740234,5.69163179397583,1.1807305812835691,5.631970405578613,10.128457069396973,22.85671806335449,18.738540649414062,1456.949951171875
111,111,2000-06-12,9.957658767700195,19.331907272338867,5.848797798156738,1.1773769855499268,5.741175651550293,10.361831665039062,23.346214294433597,19.1082820892334,1446.0
112,112,2000-06-13,10.052814483642578,19.097736358642575,5.972285270690918,1.1907942295074463,5.6475701332092285,10.455182075500488,23.81573867797852,19.211803436279297,1469.43994140625
113,113,2000-06-14,10.019230842590332,19.409971237182617,6.017187595367432,1.1907942295074463,5.663169860839844,10.315155982971191,23.73581886291504,19.55196762084961,1470.5400390625
114,114,2000-06-15,9.840117454528809,19.38395118713379,5.972285270690918,1.1975027322769165,5.585165023803711,10.175130844116213,23.496065139770508,19.507598876953125,1478.72998046875
115,115,2000-06-16,10.18155288696289,19.30588722229004,6.219259738922119,1.2109204530715942,5.897185325622559,10.268482208251951,24.23530387878418,19.966087341308597,1464.4599609375
116,116,2000-06-19,9.80653476715088,19.019685745239254,6.137869834899902,1.2109204530715942,5.67877197265625,10.268482208251951,23.595966339111328,19.892139434814453,1486.0
117,117,2000-06-20,9.750560760498049,18.785511016845703,6.028415679931641,1.2008575201034546,5.631970405578613,9.941755294799805,23.67588233947754,19.699857711791992,1475.949951171875
118,118,2000-06-21,9.88489818572998,18.99691390991211,6.039639472961426,1.1941481828689575,5.865983009338379,10.081779479980469,24.81471061706543,19.86625862121582,1479.1300048828125
119,119,2000-06-22,9.70577907562256,18.64240837097168,5.803895473480225,1.1907942295074463,5.787979602813721,9.755059242248535,24.035511016845703,19.566761016845703,1452.1800537109375
120,120,2000-06-23,9.761754989624023,18.68144798278809,5.938608169555664,1.123707890510559,5.850381851196289,9.615031242370604,23.81573867797852,19.670286178588867,1441.47998046875
121,121,2000-06-26,9.70577907562256,18.470029830932617,5.837571144104004,1.1270618438720703,5.56956672668457,9.521682739257812,23.71583747863769,19.725753784179688,1455.31005859375
122,122,2000-06-27,9.571446418762209,18.40823554992676,5.9161529541015625,1.1471881866455078,5.475958347320557,9.521682739257812,24.05549049377441,19.41885757446289,1450.550048828125
123,123,2000-06-28,9.41191864013672,18.229358673095703,6.005963325500488,1.1941481828689575,5.417455196380615,9.615031242370604,23.35619735717773,19.433656692504883,1454.8199462890625
124,124,2000-06-29,9.33635425567627,18.034223556518555,6.062093257904053,1.207566261291504,5.351150035858154,9.054932594299316,23.67588233947754,19.215505599975582,1442.3900146484375
125,125,2000-06-30,9.078876495361328,17.653696060180664,6.000352382659912,1.207566261291504,5.2575459480285645,9.533350944519045,23.855693817138672,18.57584381103516,1454.5999755859375
126,126,2000-07-03,9.13485050201416,17.884620666503906,5.9161529541015625,1.2176289558410645,5.38235330581665,9.70838451385498,23.755788803100582,18.823583602905277,1469.5400390625
127,127,2000-07-05,8.463173866271973,17.17235565185547,5.309945583343506,1.1941481828689575,5.132736682891846,9.054932594299316,22.3772087097168,18.206113815307617,1446.22998046875
128,128,2000-07-06,8.978131294250488,17.393510818481445,5.16400671005249,1.2209829092025757,5.241944313049316,9.288308143615724,22.936628341674805,18.50189971923828,1456.6700439453125
129,129,2000-07-07,9.078876495361328,17.474815368652344,5.388527870178223,1.2209829092025757,5.241944313049316,9.054932594299316,22.796775817871094,18.57953643798828,1478.9000244140625
130,130,2000-07-10,9.101265907287598,17.484580993652344,5.45588493347168,1.2209829092025757,5.1951398849487305,9.054932594299316,22.017562866210938,18.487119674682617,1475.6199951171875
131,131,2000-07-11,9.518267631530762,18.109027862548828,5.815118789672852,1.224337816238403,5.557862758636475,9.428333282470703,23.960596084594727,19.063915252685547,1480.8800048828125
132,132,2000-07-12,9.347552299499512,17.83257484436035,5.646726131439209,1.227691888809204,5.366749286651611,9.19495677947998,23.555992126464844,18.60172843933105,1492.9200439453125
133,133,2000-07-13,9.157245635986328,17.474815368652344,5.7429304122924805,1.2310459613800049,5.273148059844971,9.241636276245115,23.71583747863769,18.457534790039062,1495.8399658203125
134,134,2000-07-14,9.17963409423828,17.432531356811523,5.664261341094971,1.2310459613800049,5.241944313049316,9.148284912109377,23.915639877319336,18.354005813598636,1509.97998046875
135,135,2000-07-17,9.13485050201416,17.208139419555664,5.461966037750244,1.2411097288131714,5.128838062286377,8.961585998535156,23.126434326171875,18.63500213623047,1510.489990234375
136,136,2000-07-18,9.17963409423828,16.951189041137695,5.664261341094971,1.2344006299972534,5.085932731628418,9.10161018371582,24.195343017578125,18.50189971923828,1493.739990234375
137,137,2000-07-19,9.235602378845217,17.055261611938477,5.563112735748291,1.227691888809204,5.007928371429443,8.821563720703125,24.31522750854492,18.62022399902344,1481.9599609375
138,138,2000-07-20,9.157245635986328,16.6519775390625,5.214717388153076,1.2411097288131714,5.023529052734375,8.774881362915039,24.05549049377441,18.487119674682617,1495.5699462890625
139,139,2000-07-21,8.933345794677734,16.339750289916992,5.046137809753418,1.2478187084197998,4.945525169372559,8.448156356811523,23.43612289428711,18.250469207763672,1480.18994140625
140,140,2000-07-24,8.575118064880371,16.105587005615234,4.91127347946167,1.2511721849441528,4.805117130279541,8.028081893920898,22.696876525878903,18.28005027770996,1464.2900390625
141,141,2000-07-25,8.619895935058594,16.092575073242188,4.855079174041748,1.2478187084197998,4.711507797241211,8.121437072753906,22.55702209472656,17.83636474609375,1474.469970703125
142,142,2000-07-26,8.552729606628418,16.092575073242188,5.001181125640869,1.2813620567321775,4.664705276489258,8.448156356811523,22.796775817871094,18.02862548828125,1452.4200439453125
143,143,2000-07-27,8.884659767150879,16.84712028503418,5.304623126983643,1.2964515686035156,4.805117130279541,8.40148639678955,23.456098556518555,19.04911422729492,1449.6199951171875
144,144,2000-07-28,8.997411727905273,16.772321701049805,5.394533634185791,1.2861632108688354,4.855817317962647,8.214783668518066,23.6009464263916,18.93080711364746,1419.8900146484375
145,145,2000-07-31,9.16371726989746,16.440576553344727,5.315864086151123,1.2655850648880005,5.054731369018555,8.028081893920898,23.63091468811035,18.975181579589844,1430.8299560546875
146,146,2000-08-01,9.110161781311035,16.41781234741211,5.551873207092285,1.2484352588653564,4.929924964904785,8.448156356811523,24.135408401489254,18.93080711364746,1438.0999755859375
147,147,2000-08-02,9.425858497619627,16.612958908081055,5.754172325134277,1.2415766716003418,4.961123466491699,8.634860038757324,24.93458747863769,19.611127853393555,1438.699951171875
148,148,2000-08-03,9.594987869262695,16.6519775390625,5.664261341094971,1.2690147161483765,4.961123466491699,8.58818531036377,24.3951358795166,19.270973205566406,1452.56005859375
149,149,2000-08-04,9.527337074279783,16.512126922607422,5.877792835235596,1.275874137878418,4.945525169372559,8.49483871459961,24.879648208618164,19.33382225036621,1462.9300537109375
150,150,2000-08-07,9.631630897521973,16.7983341217041,5.9255571365356445,1.2724440097808838,5.05863094329834,8.774881362915039,24.979549407958984,19.14155578613281,1479.3199462890625
151,151,2000-08-08,9.719006538391112,16.726783752441406,5.900270938873291,1.289592981338501,5.007928371429443,8.868236541748047,25.38912582397461,19.11937522888184,1482.800048828125
152,152,2000-08-09,9.82048797607422,17.19186782836914,5.956462860107422,1.3170315027236938,5.054731369018555,9.381658554077148,26.293210983276367,19.182222366333008,1472.8699951171875
153,153,2000-08-10,10.01497745513916,17.458555221557617,6.147519111633301,1.3033117055892944,5.074232578277588,9.568360328674316,25.87862968444824,19.27204322814941,1460.25
154,154,2000-08-11,9.843037605285645,17.484580993652344,6.158755779266357,1.3238900899887085,5.054731369018555,9.568360328674316,25.45405578613281,19.36126518249512,1471.8399658203125
155,155,2000-08-14,10.068533897399902,17.56263542175293,6.248668193817139,1.3856264352798462,5.148337364196777,9.755059242248535,26.213289260864254,19.643802642822266,1491.56005859375
156,156,2000-08-15,10.237664222717283,17.380504608154297,6.383533000946045,1.3204606771469116,5.148337364196777,9.334985733032228,26.253250122070312,19.34640312194824,1484.4300537109375
157,157,2000-08-16,10.41805648803711,17.926584243774414,6.338578224182129,1.3444690704345703,5.163938522338867,9.895081520080566,27.576889038085938,19.69212913513184,1479.8499755859375
158,158,2000-08-17,10.77885627746582,18.29045295715332,6.5183939933776855,1.3513288497924805,5.413553237915039,10.408506393432615,27.67180633544922,19.94121742248535,1496.0699462890625
159,159,2000-08-18,10.553357124328612,18.04788017272949,6.495918273925781,1.365048050880432,5.319950103759766,10.035106658935549,27.25222969055176,19.729307174682617,1491.719970703125
160,160,2000-08-21,10.632278442382812,18.198657989501957,6.540873050689697,1.3513288497924805,5.304347991943359,9.988432884216309,27.47200584411621,19.866857528686523,1499.47998046875
161,161,2000-08-22,10.790130615234377,18.172426223754883,6.597064018249512,1.3307498693466189,5.366749286651611,10.081779479980469,27.5718994140625,19.777637481689453,1498.1300048828125
162,162,2000-08-23,11.229854583740234,18.644441604614254,6.788120269775391,1.3376097679138184,5.499361991882324,10.361831665039062,27.911561965942383,20.10478973388672,1505.969970703125
163,163,2000-08-24,10.981805801391602,18.08064079284668,6.833071231842041,1.3307498693466189,5.304347991943359,10.361831665039062,27.5119686126709,19.73303604125977,1508.31005859375
